Instance;pop_size;generations;Px;Pm;Tour;Mutation_Type;Crossover_Type;elitism;initial_temp;cooling_rate;RS_Best;RS_Worst;RS_Avg;RS_Std;RS_Time(s);RS_NFE;GR_Best;GR_Time(s);GR_NFE;EA_Best;EA_Worst;EA_Avg;EA_Std;EA_Time(s);EA_NFE_Avg;SA_Best;SA_Worst;SA_Avg;SA_Std;SA_Time(s);SA_NFE_Avg;Best_Known_Value
tai500_20_0.fsp;100;100;1;1;20;swap;pmx;0;1000;0.999;7890881.0;7944291.0;7917815.3;19220.59;884.357;10000;8521746.0;363.454;1;7275153.0;7359946.0;7320114.0;26910.31;885.266;10000;7165879.0;7251484.0;7217846.1;25444.85;873.359;10000;6697476
