Case_ID;Instance;Initial_temp;Cooling_rate;SA_Best;SA_Worst;SA_Avg;SA_Std;SA_Time(s);SA_NFE_Avg;Best_Known_Value
25;tai500_20_0.fsp;100;0.99;7153416.0;7253803.0;7207245.8;32178.82;838.654;10000;6697476
26;tai500_20_0.fsp;1000;0.99;7178187.0;7241575.0;7206331.1;20538.91;840.779;10000;6697476
27;tai500_20_0.fsp;10000;0.99;7162626.0;7270542.0;7217178.8;34666.81;837.955;10000;6697476
