Case_ID;Instance;Initial_temp;Cooling_rate;SA_Best;SA_Worst;SA_Avg;SA_Std;SA_Time(s);SA_NFE_Avg;Best_Known_Value
28;tai500_20_0.fsp;1000;0.9;7191462.0;7242522.0;7218795.0;18751.32;879.441;10000;6697476
29;tai500_20_0.fsp;1000;0.99;7164601.0;7234953.0;7198379.1;18516.45;882.499;10000;6697476
30;tai500_20_0.fsp;1000;0.999;7183719.0;7277444.0;7215244.5;29218.04;879.332;10000;6697476
31;tai500_20_0.fsp;1000;0.9999;7148733.0;7243627.0;7190556.5;29526.12;859.753;10000;6697476
