Case_ID;Instance;Pop_Size;Gen;Px;Pm;Tour;Mut_Type;Cross_Type;RS_Best;RS_Worst;RS_Avg;RS_Std;RS_Time(s);RS_NFE_Avg;GR_Best;GR_Time(s);GR_NFE;EA_Best;EA_Worst;EA_Avg;EA_Std;EA_Time(s);EA_NFE_Avg;SA_Best;SA_Worst;SA_Avg;SA_Std;SA_Time(s);SA_NFE_Avg;Best_Known_Value
1;tai20_5_0.fsp;100;100;0.7;0.1;5;swap;ox;15278.0;15671.0;15507.4;103.35;11.741;10000;16384.0;0.008;1;14109.0;14515.0;14267.8;119.53;14.629;10000;14118.0;14624.0;14362.1;149.77;10.73;10000;14033
