generation,best,avg,worst
186,33967,35342,37346
187,33967,35423,37567
188,34012,35271,37626
189,34175,35346,37853
190,34012,35468,37662
191,34059,35257,37898
192,34012,35236,37436
193,34106,35371,37820
194,34076,35322,37713
195,34012,35281,37420
196,34148,35108,37457
197,33967,35386,38006
198,34104,35483,38133
199,34117,35286,37540
200,34151,35293,37723
201,34129,35320,37702
202,34156,35407,37528
203,34190,35369,37785
204,34311,35472,37724
205,34068,35484,37831
206,34058,35347,38284
207,34046,35539,38043
208,34121,35345,38342
209,34033,35225,37790
210,34064,35246,37697
211,34131,35221,37712
212,34033,35327,37763
213,34174,35351,37586
214,34261,35438,37830
215,34008,35304,37933
216,34172,35335,37596
217,34264,35290,37566
218,34152,35298,37734
219,34125,35308,37947
220,34091,35503,38150
221,34046,35320,37699
222,33997,35205,37110
223,34046,35210,37753
224,34127,35465,37766
225,34077,35388,37744
226,34154,35400,37976
227,34219,35386,37477
228,34109,35348,38022
229,34119,35326,37984
230,34123,35334,37697
231,34077,35287,37749
232,34000,35458,37895
233,34064,35240,38049
234,34109,35359,38024
235,34109,35356,37739
236,34148,35180,38039
237,34166,35325,37899
238,34064,35427,37801
239,34180,35414,37566
240,34119,35365,37574
241,34253,35420,37286
242,34161,35572,37666
243,34093,35551,37892
244,34077,35448,38181
245,34122,35215,37417
246,34015,35320,37822
247,34101,35414,38004
248,34179,35398,37420
249,34187,35310,37694
250,34206,35397,37557
251,34131,35597,37955
252,34101,35487,39499
253,34117,35382,37633
254,34185,35331,37794
255,34141,35335,37259
256,34182,35352,37861
257,34242,35460,38353
258,34256,35656,38094
259,34218,35301,37799
260,34024,35318,37904
261,34064,35325,37579
262,34035,35298,37821
263,34171,35133,37502
264,34053,35215,37841
265,34012,35104,38588
266,34058,35354,37813
267,34189,35211,37538
268,34169,35310,37162
269,34235,35578,37698
270,34127,35510,38563
271,34131,35447,38048
272,34129,35189,37423
273,34171,35285,37582
274,34094,35432,37861
275,34154,35599,37585
276,34121,35433,37790
277,34284,35298,37618
278,34277,35526,37755
279,34182,35395,37664
280,34234,35268,37514
281,34245,35424,37696
282,34206,35457,37762
283,34150,35443,38056
284,34274,35279,36963
285,34285,35606,38146
286,34386,35538,38117
287,34288,35610,38004
288,34464,35692,37940
289,34371,35546,38103
290,34565,35669,38382
291,34380,35709,38314
292,34437,35548,37730
293,34380,35630,37888
294,34157,35598,37893
295,34171,35394,37917
296,34130,35523,38060
297,34102,35236,37792
298,34130,35223,37579
299,34266,35543,37611
300,34325,35391,37870
301,34132,35434,37687
302,34169,35478,38125
303,34153,35267,37732
304,34138,35383,38114
305,34242,35421,37911
306,34120,35306,37765
307,34090,35413,37553
308,34165,35546,38032
309,34213,35346,37750
310,34233,35274,37369
311,34097,35428,37680
312,34156,35536,37529
313,34066,35512,37681
314,34200,35375,37535
315,34060,35354,37454
316,34066,35418,37939
317,34109,35375,37491
318,34060,35299,37576
319,34194,35458,37318
320,34060,35471,37730
321,34072,35432,37706
322,34159,35393,37712
323,34148,35268,37807
324,34260,35374,37685
325,34068,35507,37967
326,34066,35323,37574
327,34043,35237,37273
328,34066,35207,37504
329,34049,35432,37552
330,33935,35316,37566
331,34122,35285,38108
332,34062,35416,37961
333,33935,35292,37877
334,34037,35215,37795
335,34209,35337,37341
336,34135,35383,38088
337,34186,35394,38476
338,34153,35446,37539
339,34265,35411,37426
340,34375,35372,38069
341,34243,35344,37883
342,34263,35450,37771
343,34066,35319,37327
344,33990,35306,37793
345,34008,35186,37644
346,34043,35254,37505
347,34066,35167,37644
348,33935,35163,37672
349,33935,35057,37243
350,34076,35247,37591
351,34075,35359,37805
352,34008,35385,38347
353,33939,35248,37589
354,34076,35200,37888
355,34202,35268,37651
356,34081,35197,37448
357,34050,35155,37892
358,33939,35271,37707
359,34049,35232,37831
360,34062,35299,37386
361,34037,35338,37673
362,34037,35375,37523
363,34007,35220,37491
364,34224,35177,37415
365,34200,35384,37469
366,34171,35344,37391
367,34113,35427,37789
368,34198,35359,37941
369,34206,35475,37845
370,34193,35356,37818
371,34165,35464,37776
372,34193,35304,37704
373,34171,35405,37652
374,34164,35288,38109
375,34109,35303,37940
376,34070,35282,37556
377,34162,35342,37629
378,34150,35290,37599
379,34129,35347,38005
380,34123,35304,37835
381,34101,35289,37916
382,34085,35438,37835
383,34143,35502,38080
384,34244,35326,37679
385,34211,35305,37594
386,34102,35316,37536
387,34129,35386,38004
388,34259,35300,37706
389,34147,35314,37702
390,34087,35394,37391
391,34234,35433,37930
392,34196,35491,37688
393,34260,35615,38374
394,34269,35399,37732
395,34173,35430,37806
396,34219,35550,38623
397,34203,35395,37993
398,34163,35319,38007
399,34203,35339,37799
400,34148,35306,37694
401,34327,35479,37850
402,34265,35482,38044
403,34243,35474,38708
404,34232,35566,38119
405,34362,35509,37996
406,34255,35434,38154
407,34354,35530,38088
408,34186,35385,37952
409,34268,35533,37746
410,34170,35343,38144
411,34199,35491,38524
412,34214,35383,37670
413,34212,35456,37939
414,34260,35448,37781
415,34217,35433,38026
416,34284,35369,38034
417,34181,35422,37885
418,34262,35474,37702
419,34271,35236,38144
420,34203,35388,37658
421,34123,35422,37985
422,34062,35295,37611
423,34131,35486,37752
424,34130,35360,38061
425,34188,35372,38059
426,34138,35288,37842
427,34197,35238,37817
428,34166,35423,37662
429,34264,35396,37942
430,34193,35446,37878
431,34148,35328,38220
432,34178,35394,38155
433,34254,35440,37925
434,34205,35495,38244
435,34147,35454,37967
436,34171,35466,37868
437,34250,35538,37914
438,34117,35379,37358
439,34197,35306,38213
440,34223,35405,38073
441,34114,35440,37867
442,34099,35398,38057
443,34122,35391,37833
444,34190,35322,38238
445,34275,35380,37683
446,34038,35330,37501
447,34044,35253,37560
448,34105,35437,37844
449,34105,35287,38481
450,33968,35261,38009
451,34068,35420,37561
452,34114,35316,37886
453,34025,35467,37949
454,34093,35552,37956
455,34256,35455,37906
456,33992,35503,37782
457,34201,35297,37561
458,34167,35353,37875
459,33934,35265,37749
460,33992,35310,37485
461,34038,35242,37628
462,34148,35122,37740
463,34117,35600,38180
464,34026,35381,38670
465,34114,35489,37764
466,34100,35275,38139
467,34217,35269,37516
468,34253,35266,37632
469,34229,35437,37940
470,34266,35499,38442
471,34280,35342,37793
472,34263,35656,37826
473,34168,35553,38359
474,34197,35275,37791
475,34237,35491,38366
476,34062,35449,37868
477,34082,35412,38111
478,34062,35264,38087
479,34082,35230,38032
480,34060,35194,37618
481,34082,35507,37873
482,34115,35374,37518
483,34226,35452,37850
484,34375,35524,38103
485,34323,35525,37978
486,34280,35397,38173
487,34132,35530,38086
488,34299,35455,38250
489,34143,35478,37626
490,34156,35520,38170
491,34182,35422,38184
492,34096,35458,38056
493,34274,35418,37944
494,34136,35475,38141
495,34186,35393,38004
496,34117,35429,38001
497,34117,35282,37533
498,34108,35496,37712
499,34111,35403,37721
500,34103,35276,37932
501,34119,35335,37954
502,34085,35437,37949
503,34110,35310,37792
504,34103,35387,38033
505,34031,35325,37735
506,34137,35253,37843
507,34178,35214,37973
508,34114,35330,38159
509,34117,35427,37736
510,34203,35350,37517
511,34236,35432,37640
512,34256,35479,37804
513,34479,35632,37836
514,34192,35672,38056
515,34186,35388,37878
516,34138,35421,37653
517,34108,35450,37971
518,34028,35448,38042
519,34100,35343,37830
520,34121,35358,38169
521,34182,35325,38077
522,34210,35329,37359
523,34337,35477,38009
524,34258,35491,37651
525,34285,35497,37682
526,34176,35415,37865
527,34051,35319,37539
528,34071,35381,38100
529,34090,35312,37630
530,34051,35272,37919
531,34163,35409,38100
532,34135,35304,38076
533,34148,35349,38475
534,34127,35323,37740
535,34125,35344,37431
536,34247,35323,37869
537,34267,35361,37371
538,34129,35368,37735
539,34128,35349,37812
540,34128,35486,38146
541,34230,35339,37212
542,34101,35331,37988
543,34171,35374,37756
544,34214,35506,37917
545,34135,35557,37702
546,34067,35444,37616
547,34235,35403,38340
548,34062,35406,38010
549,34070,35463,38634
550,34164,35550,38090
551,34070,35473,37962
552,34138,35273,38022
553,34243,35511,38161
554,34253,35416,37794
555,34202,35603,37666
556,34104,35471,38114
557,34042,35476,38100
558,34243,35379,37589
559,34189,35342,37682
560,34173,35205,37618
561,34100,35372,37791
562,34031,35281,37498
563,34121,35318,37931
564,34201,35385,38176
565,34238,35530,38536
566,34222,35527,37982
567,34191,35399,37753
568,34183,35330,37690
569,34152,35392,37579
570,34277,35341,37548
571,34370,35440,37815
572,34347,35462,38901
573,34263,35579,37915
574,34184,35354,37066
575,34261,35316,37895
576,34209,35523,38017
577,34139,35403,37747
578,34208,35330,37676
579,34255,35515,37850
580,34194,35399,37609
581,34221,35583,38186
582,34163,35454,37649
583,34178,35203,37549
584,34163,35432,38013
585,34211,35563,37972
586,34033,35483,37569
587,34008,35449,37701
588,34033,35264,38047
589,34000,35420,37973
590,34033,35352,37864
591,34119,35287,37864
592,34141,35257,37708
593,34140,35300,37848
594,34032,35324,37411
595,34146,35380,38153
596,34117,35357,37559
597,34044,35407,37615
598,34140,35330,37975
599,34124,35423,38263
600,34043,35363,37873
601,34070,35255,37873
602,34100,35330,38220
603,34141,35322,37531
604,34184,35333,37879
605,34000,35288,37679
606,33997,35272,37720
607,34104,35289,37643
608,34119,35372,37652
609,34104,35378,38027
610,34161,35351,37885
611,34297,35466,37913
612,34320,35539,38151
613,34245,35513,37872
614,34261,35519,38049
615,34376,35594,37935
616,34151,35577,37836
617,34277,35555,37604
618,34212,35525,37788
619,34124,35297,37629
620,34198,35262,37796
621,34192,35408,37930
622,34121,35332,37908
623,34085,35546,37754
624,34186,35430,37893
625,34206,35390,37880
626,34123,35397,37908
627,34085,35360,37803
628,34192,35456,37876
629,34342,35398,38409
630,34161,35321,38162
631,34122,35450,37533
632,34023,35449,38284
633,34023,35368,37248
634,34199,35396,38125
635,34023,35397,37863
636,34206,35422,37723
637,34023,35428,37818
638,34088,35361,37686
639,34234,35336,37451
640,34085,35396,37955
641,34047,35340,37363
642,34085,35262,37754
643,34146,35285,37756
644,34083,35376,37700
645,34085,35380,37762
646,34146,35337,37828
647,34085,35304,37760
648,34121,35324,37541
649,34121,35363,38066
650,34121,35309,37532
651,34122,35393,37944
652,34223,35375,38187
653,34233,35532,38075
654,34023,35366,38014
655,34088,35381,37663
656,34179,35429,37840
657,34187,35471,37921
658,34209,35417,37771
659,34209,35588,38299
660,34268,35601,38292
661,34233,35494,37861
662,34206,35407,38010
663,34206,35441,38174
664,34224,35488,37804
665,34240,35329,37812
666,34091,35525,37923
667,34240,35442,37887
668,34290,35501,37736
669,34287,35459,37877
670,34262,35490,37787
671,34236,35548,37968
672,34159,35639,38043
673,34187,35401,37239
674,34194,35380,37956
675,34100,35313,37306
676,34085,35356,37738
677,34119,35629,37927
678,34170,35389,37849
679,34155,35392,37848
680,34132,35438,38238
681,34047,35311,37268
682,34170,35537,38012
683,34318,35609,37727
684,34228,35580,38022
685,34170,35511,38036
686,34294,35365,38212
687,34265,35607,38065
688,34317,35451,38203
689,34255,35523,38305
690,34203,35270,37916
691,34203,35320,37631
692,34203,35441,37658
693,34148,35389,38188
694,34074,35384,38161
695,34232,35361,38034
696,34230,35450,37766
697,34098,35356,37332
698,34241,35349,37913
699,34172,35536,38409
700,34186,35354,37694
701,34088,35372,37883
702,34229,35612,38877
703,34254,35373,37753
704,34231,35439,38093
705,34249,35472,37738
706,34088,35401,38240
707,34082,35219,37751
708,34177,35449,37958
709,34181,35403,38272
710,34117,35540,37836
711,34088,35309,38077
712,34195,35579,37845
713,34226,35485,38126
714,34180,35418,37619
715,34141,35229,38368
716,34217,35367,37937
717,34215,35511,37516
718,34309,35438,37942
719,34253,35472,37597
720,34305,35480,38059
721,34141,35675,38001
722,34254,35497,37375
723,34257,35375,37763
724,34405,35524,37949
725,34437,35698,38108
726,34294,35591,38131
727,34124,35394,37825
728,34114,35518,38245
729,34113,35458,38462
730,34139,35626,37995
731,34121,35655,38461
732,34149,35381,37850
733,34162,35444,37664
734,34116,35468,37896
735,34136,35423,37690
736,34099,35344,37677
737,34190,35394,37560
738,34222,35537,37560
739,34148,35350,37890
740,34121,35376,37986
741,34148,35459,38389
742,34032,35289,37475
743,34121,35300,37664
744,34148,35360,37634
745,34148,35374,37620
746,34174,35397,38395
747,34215,35434,37957
748,34287,35401,38155
749,34215,35636,38023
750,34348,35453,37794
751,34250,35547,37793
752,34205,35407,37741
753,34198,35174,37530
754,34092,35588,37546
755,34105,35257,37447
756,34092,35363,38324
757,34052,35175,37486
758,34121,35197,37009
759,34135,35245,37793
760,34093,35074,37773
761,34125,35360,37704
762,34126,35300,37631
763,34167,35469,37791
764,34112,35396,37716
765,34097,35273,37566
766,34133,35358,37774
767,34101,35343,37411
768,34133,35376,37605
769,34133,35208,37237
770,34414,35279,37789
771,34278,35617,37845
772,34260,35509,37609
773,34352,35454,37358
774,34427,35742,38693
775,34390,35642,38069
776,34176,35518,37839
777,34210,35528,38128
778,34176,35259,37509
779,34213,35464,37803
780,34224,35364,37803
781,34224,35463,37986
782,34224,35495,38080
783,34247,35475,38225
784,34346,35647,38034
785,34267,35475,37884
786,34266,35547,37915
787,34047,35413,37834
788,34071,35288,37727
789,34164,35443,37876
790,34198,35382,37975
791,34284,35550,37879
792,34147,35509,38148
793,34233,35614,37956
794,34147,35342,38137
795,34247,35257,37765
796,34238,35432,37851
797,34273,35375,37757
798,34271,35401,37631
799,34273,35476,37653
800,34186,35408,38155
801,34282,35486,37675
802,34218,35414,37876
803,34147,35422,38153
804,34196,35344,37608
805,34337,35551,37467
806,34287,35694,38295
807,34337,35435,38006
808,34350,35491,38157
809,34345,35552,37728
810,34351,35487,37597
811,34260,35404,37889
812,34210,35562,37997
813,34210,35420,37857
814,34255,35442,38018
815,34187,35445,37646
816,34240,35327,38128
817,34149,35353,37825
818,34208,35277,37664
819,34188,35328,37843
820,34052,35411,37804
821,34228,35426,38329
822,34253,35537,38139
823,34370,35376,38026
824,34269,35499,37950
825,34216,35362,37901
826,34187,35456,38137
827,34180,35452,38178
828,34187,35378,37536
829,34246,35296,37695
830,34332,35309,37806
831,34229,35484,37837
832,34165,35421,37856
833,34146,35422,37899
834,34165,35320,38242
835,34298,35464,37899
836,34336,35518,37736
837,34299,35526,37773
838,34327,35473,37736
839,34124,35483,37663
840,34231,35282,37691
841,34165,35409,37918
842,34358,35574,37874
843,34412,35725,38490
844,34272,35554,38043
845,34286,35581,38052
846,34427,35476,37735
847,34265,35564,38314
848,34261,35455,37801
849,34211,35462,38144
850,34209,35386,37830
851,34258,35273,36842
852,34229,35430,37727
853,34190,35381,38015
854,34321,35292,37985
855,34301,35466,38078
856,34201,35449,37734
857,34213,35538,38099
858,34242,35437,37502
859,34150,35393,37389
860,34288,35580,38087
861,34054,35439,38225
862,34249,35388,37645
863,34186,35383,37967
864,34102,35380,37918
865,34150,35375,37937
866,34263,35308,37932
867,34054,35228,37443
868,34150,35376,38102
869,34054,35216,37546
870,34143,35183,37806
871,34054,35316,37891
872,34099,35412,37867
873,34060,35283,37933
874,34078,35343,37897
875,34054,35327,37927
876,34054,35422,37729
877,34223,35427,38325
878,34388,35448,37727
879,34456,35689,37994
880,34241,35561,38293
881,34329,35471,38814
882,34321,35503,37812
883,34314,35514,38111
884,34106,35475,37910
885,34241,35286,37992
886,34187,35358,38289
887,34147,35355,38020
888,34301,35458,37876
889,34283,35377,38339
890,34157,35441,37934
891,34146,35561,38243
892,34140,35421,37891
893,34117,35402,37906
894,34218,35542,38415
895,34324,35703,38941
896,34324,35482,37720
897,34221,35606,37670
898,34148,35436,37542
899,34285,35386,37906
900,34300,35658,38148
901,34195,35482,38114
902,34196,35397,37971
903,34198,35697,38484
904,34135,35301,38060
905,34161,35215,38110
906,34198,35264,37432
907,34034,35335,37745
908,34253,35460,38180
909,34104,35471,38117
910,34119,35407,38118
911,34198,35472,37394
912,34121,35405,37743
913,34139,35484,37908
914,34176,35427,37969
915,34101,35372,37667
916,34209,35305,38211
917,34169,35490,37497
918,34184,35558,38263
919,34060,35383,37868
920,34222,35359,37783
921,34302,35370,37560
922,34223,35333,37918
923,34259,35509,37816
924,34176,35384,37929
925,34101,35376,38404
926,34190,35502,37680
927,34200,35430,37618
928,34238,35441,37925
929,34181,35365,37693
930,34276,35382,37517
931,34209,35335,38082
932,34199,35230,37568
933,34120,35374,37499
934,34116,35384,37701
935,34248,35335,37400
936,34116,35418,37534
937,34233,35381,37866
938,34220,35431,37585
939,34186,35474,38253
940,34265,35394,37838
941,34367,35515,38203
942,34120,35475,38178
943,34120,35402,37430
944,34172,35274,37499
945,34120,35582,37732
946,34156,35399,37750
947,34215,35258,37747
948,34181,35489,37515
949,34181,35418,37881
950,34254,35325,37551
951,34337,35248,37081
952,34167,35464,37699
953,34161,35324,37562
954,34237,35395,37797
955,34150,35372,37779
956,34275,35408,37688
957,34298,35561,37923
958,34244,35362,37742
959,34190,35487,37759
960,34190,35396,37694
961,34166,35581,37694
962,34128,35371,37336
963,34102,35388,37456
964,34213,35576,37563
965,34102,35439,37540
966,34105,35296,37711
967,34273,35376,37452
968,34266,35515,37560
969,34205,35404,37969
970,34266,35567,37948
971,34198,35535,37701
972,34124,35334,37622
973,34154,35385,37773
974,34118,35324,37618
975,34115,35186,37573
976,34073,35254,37561
977,34061,35234,37672
978,34073,35290,37700
979,34134,35332,37684
980,34178,35321,37598
981,34171,35380,38204
982,34140,35598,38082
983,34085,35447,37710
984,34221,35477,37924
985,34168,35403,37552
986,34087,35513,37878
987,34184,35320,38154
988,34078,35284,38090
989,34078,35284,37574
990,34151,35403,37781
991,34078,35489,37830
992,34101,35289,37516
993,34168,35462,38720
994,34113,35406,38084
995,34127,35402,38755
996,34133,35345,37330
997,34142,35354,37776
998,34131,35365,37891
999,34133,35469,37457
