generation,best,avg,worst
697,14146,14927,16787
698,14200,15104,17580
699,14153,15140,18199
700,14145,14946,17322
701,14088,15078,17977
702,14102,14877,17378
703,14107,14883,18028
704,14172,14900,17278
705,14158,14969,18089
706,14121,14866,17805
707,14100,14891,17866
708,14130,14942,17848
709,14097,14922,16684
710,14132,14832,17759
711,14184,14965,17530
712,14184,14933,17792
713,14163,14952,17389
714,14117,14901,16837
715,14171,14915,17334
716,14163,14754,17157
717,14125,14869,17844
718,14138,14872,17146
719,14136,14974,16951
720,14125,14844,16573
721,14163,14922,17451
722,14158,14954,17232
723,14169,14950,17759
724,14071,15049,17905
725,14169,14901,17503
726,14178,14932,17211
727,14136,15059,17973
728,14154,14892,16528
729,14152,14948,17226
730,14200,15033,17758
731,14114,14982,17149
732,14152,14898,17161
733,14140,14783,16938
734,14163,14921,17348
735,14104,14921,17968
736,14163,14932,17230
737,14161,15003,17984
738,14145,15006,17694
739,14165,14831,16565
740,14174,14863,17362
741,14103,15112,17752
742,14129,14890,17080
743,14103,14933,17259
744,14172,15019,17974
745,14123,14913,17253
746,14101,14896,18021
747,14136,14945,18025
748,14100,14957,18240
749,14149,14985,17366
750,14130,15080,17478
751,14139,15085,17272
752,14123,14918,17929
753,14101,14868,17968
754,14138,14793,17131
755,14101,14924,17884
756,14132,14966,17946
757,14095,14898,17285
758,14115,14881,17254
759,14095,14883,17184
760,14163,14838,17974
761,14095,14929,17974
762,14174,14960,17928
763,14106,15058,17974
764,14095,14944,17345
765,14106,14970,17507
766,14116,14955,17444
767,14132,14985,18047
768,14132,15107,17342
769,14163,14929,16807
770,14116,14975,17326
771,14137,15001,17678
772,14123,14975,18209
773,14174,14895,17689
774,14201,14993,18043
775,14106,14971,17182
776,14179,15050,17224
777,14106,14956,17293
778,14103,15039,18078
779,14101,14906,17929
780,14110,14883,17282
781,14123,14808,17930
782,14130,15067,17806
783,14123,14926,17182
784,14123,14875,17394
785,14123,14922,17341
786,14168,14928,17735
787,14188,14909,17920
788,14097,14982,17989
789,14097,14839,16754
790,14110,14821,17199
791,14083,14820,17149
792,14083,14932,17295
793,14110,14960,17121
794,14110,14841,17926
795,14146,14894,17840
796,14110,14943,16924
797,14097,14877,17410
798,14130,14834,16563
799,14083,14959,16834
800,14130,14947,16917
801,14117,14851,16929
802,14146,14970,17914
803,14117,14911,17829
804,14115,14967,18003
805,14152,14925,16567
806,14132,14998,17299
807,14178,14925,18038
808,14099,14874,16608
809,14129,15005,18010
810,14137,14977,16841
811,14099,14962,18005
812,14137,14984,17063
813,14174,14860,17507
814,14130,14845,16953
815,14159,14871,17829
816,14148,15020,17878
817,14129,14831,17181
818,14110,14850,17109
819,14090,14921,17779
820,14090,14823,17828
821,14090,15028,17300
822,14126,14871,17308
823,14146,14954,17708
824,14091,14957,17829
825,14161,14867,17887
826,14128,15020,17354
827,14131,14915,17952
828,14128,14939,17181
829,14115,14844,16862
830,14115,14905,17140
831,14091,15035,17392
832,14129,14950,17920
833,14101,14962,17860
834,14147,14896,17957
835,14144,15057,17236
836,14240,15048,17833
837,14161,15144,18019
838,14169,14868,17712
839,14103,14982,17894
840,14123,14838,17286
841,14090,14925,17966
842,14122,15029,17991
843,14091,14833,17208
844,14121,14978,17760
845,14090,14796,17067
846,14100,14856,17934
847,14083,14880,17034
848,14090,14920,17088
849,14083,14838,17865
850,14095,14918,17298
851,14083,14941,17416
852,14123,14807,17241
853,14186,15022,17505
854,14190,14984,17354
855,14195,15004,17914
856,14179,15005,17933
857,14168,14954,17908
858,14160,14996,17238
859,14095,14958,17594
860,14123,14957,17249
861,14149,14877,17242
862,14123,14995,17626
863,14110,14984,17324
864,14127,14982,17518
865,14151,14979,17887
866,14139,14867,17513
867,14144,15009,16864
868,14177,15052,17860
869,14209,15027,18096
870,14140,15168,17977
871,14139,14931,17854
872,14184,14887,16663
873,14140,14912,17274
874,14103,15035,17211
875,14110,14945,16853
876,14114,14922,17944
877,14147,14917,18024
878,14145,14912,17944
879,14132,14971,17167
880,14121,15011,16896
881,14158,14896,16892
882,14183,15157,18021
883,14166,14948,17038
884,14173,14890,17355
